"","1","2","3","4","5","6"
"coordinates",0,2.9370941738554e-06,5.4084468855902e-06,6.23951148011964e-06,1.36220910972787e-06,8.09181021599827e-06
"coordination",0,8.81128252156619e-06,8.1126703283853e-06,1.55987787002991e-05,1.0897672877823e-05,1.71950967089963e-05
"copenhagen",0,6.53180692216218e-06,0,6.93802817756746e-06,1.51470915906542e-05,0.000229441165443407
"copies",0,3.52451300862647e-05,1.62253406567706e-05,2.02784123103888e-05,8.17325465836724e-06,3.03442883099935e-06
"copolymerise",0,2.88642022948899e-05,0,0,0,0
"copolymerization",0,5.77284045897797e-05,0,0,0,0
"copper",0,0.000111040717676757,0,4.85661972429722e-05,9.69413861801868e-05,1.34965391437298e-05
"copperbinding",0,3.5396009217052e-05,0,0,1.64164862784049e-05,0
"copperii",0,2.88642022948899e-05,0,0,0,0
"copperzinc",0,5.77284045897797e-05,0,0,0,0
"coppey",0,2.88642022948899e-05,0,0,0,0
"copulation",0,1.7698004608526e-05,0,0,8.20824313920244e-06,0
"copy",0,3.52451300862647e-05,1.62253406567706e-05,1.55987787002991e-05,3.26930186334689e-05,6.0688576619987e-06
"copynumber",0,2.23323953727277e-05,0,0,1.55364744632148e-05,7.690828686791e-06
"corbin",0,1.11661976863638e-05,1.02808734630094e-05,0,5.1788248210716e-06,0
"cord",0,2.9370941738554e-05,1.89295640995657e-05,1.24790229602393e-05,5.44883643891149e-06,1.11262390469976e-05
"cordell",0,1.7698004608526e-05,0,0,0,1.21896750680343e-05
"corden",0,2.88642022948899e-05,0,0,0,0
"cordycepin",0,5.77284045897797e-05,0,0,0,0
"core",0,4.11193184339755e-05,7.57182563982628e-05,0.000106071695162034,0.000118512192546325,8.9009912375981e-05
"corey",0,1.7698004608526e-05,0,0,0,6.09483753401714e-06
"cornea",0,8.65926068846696e-05,0,0,0,0
"corneal",0,3.5396009217052e-05,0,0,8.20824313920244e-05,0
"coronado",0,1.7698004608526e-05,0,9.39933284341679e-06,0,0
"coronate",0,5.77284045897797e-05,0,0,0,0
"corpus",0,1.11661976863638e-05,0,1.18606375092661e-05,5.1788248210716e-06,0
"correct",0,2.05596592169878e-05,2.7042234427951e-05,1.40389008302692e-05,8.17325465836724e-06,3.03442883099935e-06
"corrected",0,2.9370941738554e-06,8.1126703283853e-06,6.23951148011964e-06,1.49843002070066e-05,3.03442883099935e-06
"correlate",0,5.87418834771079e-06,1.35211172139755e-05,1.24790229602393e-05,9.53546376809511e-06,1.21377153239974e-05
"correlated",0,4.99306009555417e-05,2.7042234427951e-05,3.74370688807179e-05,5.44883643891149e-05,2.62983832019944e-05
"correlates",0,2.05596592169878e-05,2.43380109851559e-05,1.7158656570329e-05,2.72441821945574e-05,9.10328649299805e-06
"correlating",0,5.87418834771079e-06,2.7042234427951e-06,1.55987787002991e-06,2.72441821945574e-06,3.03442883099935e-06
"correlations",0,8.81128252156619e-06,5.4084468855902e-06,2.33981680504487e-05,3.81418550723804e-05,2.42754306479948e-05
"correlative",0,1.7698004608526e-05,0,0,0,1.21896750680343e-05
"correspond",0,2.05596592169878e-05,1.35211172139755e-05,9.35926722017947e-06,9.53546376809511e-06,5.05738138499892e-06
"corresponded",0,3.5396009217052e-05,0,9.39933284341679e-06,0,0
"corresponds",0,5.87418834771079e-06,1.35211172139755e-05,7.79938935014956e-06,5.44883643891149e-06,8.09181021599827e-06
"corroborate",0,1.7698004608526e-05,0,9.39933284341679e-06,0,0
"cortese",0,1.7698004608526e-05,0,0,0,6.09483753401714e-06
"cortex",0,7.04902601725295e-05,5.67886922986971e-05,0.000104511817292004,4.76773188404755e-05,4.14705273569911e-05
"cortical",0,3.52451300862647e-05,7.84224798410579e-05,6.70747484112862e-05,7.4921501035033e-05,2.42754306479948e-05
"corticoids",0,5.77284045897797e-05,0,0,0,0
"corticomedial",0,2.88642022948899e-05,0,0,0,0
"corticosteroid",0,2.88642022948899e-05,0,0,0,0
"corticosteroidbinding",0,5.77284045897797e-05,0,0,0,0
"corticosterone",0,7.07920184341041e-05,1.62947989135292e-05,0,0,0
"corticostriatal",0,1.7698004608526e-05,0,0,0,2.43793501360685e-05
"corticotropin",0,5.77284045897797e-05,0,0,0,0
"corticotropinbetalipotropin",0,2.88642022948899e-05,0,0,0,0
"corticotropinlike",0,2.88642022948899e-05,0,0,0,0
"cortisol",0,8.65926068846696e-05,0,0,0,0
"cory",0,1.7698004608526e-05,1.62947989135292e-05,0,0,0
"corynanthine",0,2.88642022948899e-05,0,0,0,0
"cos",0,8.81128252156619e-06,2.16337875423608e-05,3.11975574005982e-06,4.08662732918362e-06,6.0688576619987e-06
"cosecreted",0,2.88642022948899e-05,0,0,0,0
"cosegregates",0,2.88642022948899e-05,0,0,0,0
"cosmetic",0,1.7698004608526e-05,0,9.39933284341679e-06,0,0
"costa",0,1.30636138443244e-05,0,1.04070422663512e-05,1.21176732725234e-05,1.57459623343514e-05
"costall",0,2.88642022948899e-05,0,0,0,0
"costantini",0,1.11661976863638e-05,1.02808734630094e-05,0,0,7.690828686791e-06
"costeffective",0,1.11661976863638e-05,0,1.18606375092661e-05,1.55364744632148e-05,0
"costimulator",0,1.7698004608526e-05,0,0,0,6.09483753401714e-06
"cot",0,1.7698004608526e-05,0,0,3.28329725568098e-05,0
"cotransport",0,3.5396009217052e-05,0,0,1.64164862784049e-05,0
"cotte",0,2.88642022948899e-05,0,0,0,0
"coughlin",0,1.11661976863638e-05,0,1.18606375092661e-05,0,1.5381657373582e-05
"counted",0,1.7698004608526e-05,0,0,8.20824313920244e-06,0
"counteract",0,1.11661976863638e-05,0,0,5.1788248210716e-06,1.15362430301865e-05
"counterpart",0,5.87418834771079e-06,1.08168937711804e-05,9.35926722017947e-06,4.08662732918362e-06,8.09181021599827e-06
"counterparts",0,8.81128252156619e-06,2.7042234427951e-06,9.35926722017947e-06,4.08662732918362e-06,8.09181021599827e-06
"counting",0,1.11661976863638e-05,0,5.93031875463306e-06,1.55364744632148e-05,0
"coupled",0,4.40564126078309e-05,1.35211172139755e-05,2.96376795305683e-05,5.17639461696591e-05,1.71950967089963e-05
"coupling",0,5.87418834771079e-05,7.03098095126726e-05,3.89969467507478e-05,7.4921501035033e-05,4.34934799109907e-05
"courtenay",0,2.88642022948899e-05,0,0,0,0
"coutinho",0,6.53180692216218e-06,0,3.46901408878373e-06,6.05883663626168e-06,2.24942319062164e-06
"covalent",0,4.57226484551353e-05,0,2.08140845327024e-05,9.08825495439252e-06,1.12471159531082e-05
"covalently",0,3.81822242601201e-05,1.08168937711804e-05,9.35926722017947e-06,1.36220910972787e-06,3.03442883099935e-06
"coverage",0,6.53180692216218e-06,0,1.38760563551349e-05,2.42353465450467e-05,2.69930782874596e-05
"coverting",0,2.88642022948899e-05,0,0,0,0
"cow",0,1.11661976863638e-05,1.02808734630094e-05,0,0,7.690828686791e-06
"coworkers",0,0.000159282041476734,0,0,0,6.09483753401714e-06
"cox",0,5.87418834771079e-06,2.7042234427951e-06,1.09191450902094e-05,8.17325465836724e-06,1.21377153239974e-05
"coxsackie",0,1.7698004608526e-05,1.62947989135292e-05,0,0,0
"coyette",0,2.88642022948899e-05,0,0,0,0
"cpeptide",0,1.7698004608526e-05,0,0,0,6.09483753401714e-06
"craig",0,1.30636138443244e-05,6.01392545051976e-06,0,6.05883663626168e-06,2.24942319062164e-06
"cramer",0,1.7698004608526e-05,0,0,0,1.82845126020514e-05
"cranerobinson",0,2.88642022948899e-05,0,0,0,0
"crassa",0,3.5396009217052e-05,4.88843967405875e-05,0,0,0
"crawford",0,1.11661976863638e-05,0,0,2.07152992842864e-05,1.5381657373582e-05
"crea",0,2.88642022948899e-05,0,0,0,0
"creactive",0,2.88642022948899e-05,0,0,0,0
"create",0,2.9370941738554e-06,2.7042234427951e-06,2.65179237905085e-05,2.04331366459181e-05,2.83213357559939e-05
"created",0,5.87418834771079e-06,8.1126703283853e-06,1.40389008302692e-05,1.22598819875509e-05,1.11262390469976e-05
"creates",0,8.81128252156619e-06,8.1126703283853e-06,1.09191450902094e-05,2.72441821945574e-06,8.09181021599827e-06
"creating",0,2.9370941738554e-06,2.7042234427951e-06,1.7158656570329e-05,1.63465093167345e-05,1.51721441549968e-05
"creese",0,2.88642022948899e-05,0,0,0,0
"cregion",0,3.34985930590915e-05,1.02808734630094e-05,0,5.1788248210716e-06,0
"creighton",0,2.23323953727277e-05,0,0,5.1788248210716e-06,1.15362430301865e-05
"crerar",0,2.88642022948899e-05,0,0,0,0
"cress",0,2.88642022948899e-05,0,0,0,0
"crest",0,5.87418834771079e-06,1.35211172139755e-05,1.24790229602393e-05,5.44883643891149e-06,7.08033393899849e-06
"crested",0,1.7698004608526e-05,0,0,0,6.09483753401714e-06
"crevice",0,1.7698004608526e-05,0,9.39933284341679e-06,0,0
"crick",0,6.53180692216218e-06,0,3.46901408878373e-06,3.02941831813084e-06,5.17367333842976e-05
"crisis",0,2.23323953727277e-05,0,0,4.14305985685728e-05,3.0763314747164e-05
"cristata",0,5.77284045897797e-05,0,0,0,0
"cristatus",0,2.88642022948899e-05,0,0,0,0
"criteria",0,2.9370941738554e-06,1.08168937711804e-05,6.23951148011964e-06,4.08662732918362e-06,3.03442883099935e-06
"criterion",0,6.53180692216218e-06,1.20278509010395e-05,0,6.05883663626168e-06,2.24942319062164e-06
"crithidia",0,2.88642022948899e-05,0,0,0,0
"critical",0,1.76225650431324e-05,5.94929157414922e-05,0.000118550718122273,0.000149843002070066,9.20443412069803e-05
"critically",0,2.9370941738554e-06,1.08168937711804e-05,4.67963361008973e-06,1.77087184264623e-05,5.05738138499892e-06
"critique",0,2.88642022948899e-05,0,0,0,0
"croce",0,2.23323953727277e-05,0,0,5.1788248210716e-06,7.690828686791e-06
"crogene",0,2.88642022948899e-05,0,0,0,0
"cromoglycate",0,2.88642022948899e-05,0,0,0,0
"cromolyn",0,5.77284045897797e-05,0,0,0,0
"cros",0,1.11661976863638e-05,0,0,1.03576496421432e-05,3.8454143433955e-06
"crosa",0,2.88642022948899e-05,0,0,0,0
"cross",0,1.4685470869277e-05,1.35211172139755e-05,6.23951148011964e-06,8.17325465836724e-06,1.31491916009972e-05
"crossability",0,2.88642022948899e-05,0,0,0,0
"crossactivate",0,2.88642022948899e-05,0,0,0,0
"crossbridge",0,3.5396009217052e-05,1.62947989135292e-05,0,0,0
"crossbridges",0,1.7698004608526e-05,1.62947989135292e-05,0,0,0
"crossed",0,6.53180692216218e-06,0,1.04070422663512e-05,3.02941831813084e-06,4.49884638124327e-06
"crosses",0,1.95954207664865e-05,1.80417763515593e-05,0,1.21176732725234e-05,1.12471159531082e-05
"crossfostering",0,1.7698004608526e-05,0,0,8.20824313920244e-06,0
"crosshybridisation",0,2.88642022948899e-05,0,0,0,0
"crossing",0,2.61272276886487e-05,0,6.93802817756746e-06,2.12059282269159e-05,2.24942319062164e-06
"crosslink",0,6.53180692216218e-06,1.80417763515593e-05,0,3.02941831813084e-06,4.49884638124327e-06
"crosslinking",0,2.9370941738554e-05,2.97464578707461e-05,3.11975574005982e-06,2.72441821945574e-06,8.09181021599827e-06
"crosslinks",0,8.81128252156619e-06,2.7042234427951e-06,1.55987787002991e-06,1.36220910972787e-06,1.01147627699978e-06
"crossmated",0,2.88642022948899e-05,0,0,0,0
"crossover",0,1.30636138443244e-05,1.20278509010395e-05,1.04070422663512e-05,2.12059282269159e-05,0
"crossreaction",0,5.77284045897797e-05,0,0,0,0
"crossreactive",0,3.34985930590915e-05,0,0,5.1788248210716e-06,7.690828686791e-06
"crossreactivity",0,7.07920184341041e-05,0,0,8.20824313920244e-06,0
"crossreacts",0,5.77284045897797e-05,0,0,0,0
"crossreinnervated",0,2.88642022948899e-05,0,0,0,0
"crossreinnervation",0,2.88642022948899e-05,0,0,0,0
"crosssection",0,5.87418834771079e-06,2.7042234427951e-06,1.55987787002991e-06,1.36220910972787e-06,1.11262390469976e-05
"crotaphytus",0,2.88642022948899e-05,0,0,0,0
"croton",0,5.77284045897797e-05,0,0,0,0
"crown",0,5.58309884318192e-05,0,0,2.5894124105358e-05,3.8454143433955e-05
"crucial",0,1.4685470869277e-05,3.78591281991314e-05,4.21167024908076e-05,6.53860372669379e-05,3.23672408639931e-05
"crude",0,8.84900230426301e-05,3.25895978270584e-05,0,0,0
"crustacean",0,2.88642022948899e-05,0,0,0,0
"cryogenic",0,6.53180692216218e-06,0,1.38760563551349e-05,1.21176732725234e-05,2.24942319062164e-06
"cryosections",0,2.88642022948899e-05,0,0,0,0
"cryostat",0,2.88642022948899e-05,0,0,0,0
"cryptic",0,1.95954207664865e-05,6.01392545051976e-06,0,1.8176509908785e-05,1.34965391437298e-05
"crystal",0,3.52451300862647e-05,5.4084468855902e-05,0.000162227298483111,0.000138945329192243,0.000100136151422979
"crystallin",0,5.77284045897797e-05,0,0,0,0
"crystalline",0,3.91908415329731e-05,0,6.59112676868908e-05,2.72647648631775e-05,2.24942319062163e-05
"crystallization",0,6.53180692216218e-06,0,4.16281690654047e-05,1.8176509908785e-05,3.14919246687029e-05
"crystallizes",0,1.11661976863638e-05,1.02808734630094e-05,0,0,7.690828686791e-06
"crystallographic",0,5.87418834771079e-06,1.35211172139755e-05,1.24790229602393e-05,6.81104554863936e-06,4.04590510799914e-06
"csa",0,3.5396009217052e-05,0,0,8.20824313920244e-06,0
"csc",0,1.11661976863638e-05,0,0,3.10729489264296e-05,1.5381657373582e-05
"cscinduced",0,2.88642022948899e-05,0,0,0,0
"csf",0,1.11661976863638e-05,4.11234938520377e-05,0,0,7.690828686791e-06
"ctb",0,0.000115456809179559,0,0,0,0
"cterminal",0,4.11193184339755e-05,6.49013626270824e-05,3.11975574005982e-06,1.36220910972787e-05,1.21377153239974e-05
"cterminus",0,1.7698004608526e-05,1.62947989135292e-05,0,0,0
"ctl",0,4.46647907454554e-05,0.000123370481556113,5.93031875463306e-06,0,0
"ctype",0,1.17483766954216e-05,2.7042234427951e-06,1.55987787002991e-06,6.81104554863936e-06,3.03442883099935e-06
"culex",0,5.77284045897797e-05,0,0,0,0
"culp",0,2.88642022948899e-05,0,0,0,0
"culture",0,0.000167414367909758,5.67886922986971e-05,1.7158656570329e-05,2.31575548653738e-05,2.12410018169955e-05
"cultured",0,0.000126295049475782,5.4084468855902e-05,2.49580459204786e-05,1.90709275361902e-05,1.31491916009972e-05
"cultures",0,9.39870135633727e-05,2.16337875423608e-05,1.09191450902094e-05,1.0897672877823e-05,8.09181021599827e-06
"cummings",0,1.7698004608526e-05,0,0,0,4.26638627381199e-05
"cumulative",0,3.26590346108109e-05,0,2.08140845327024e-05,9.08825495439252e-06,1.12471159531082e-05
"cunliffe",0,2.88642022948899e-05,0,0,0,0
"cup",0,1.7698004608526e-05,0,3.75973313736672e-05,0,0
"cupric",0,2.88642022948899e-05,0,0,0,0
"curing",0,2.88642022948899e-05,0,0,0,0
"currently",0,8.81128252156619e-06,2.7042234427951e-06,2.80778016605384e-05,3.13308095237411e-05,3.43901934179926e-05
"currents",0,5.58047893032525e-05,4.05633516419265e-05,4.52364582308674e-05,2.1795345755646e-05,1.4160667877997e-05
"currentvoltage",0,1.7698004608526e-05,0,9.39933284341679e-06,0,0
"currey",0,2.88642022948899e-05,0,0,0,0
"curves",0,3.91908415329731e-05,0,1.04070422663512e-05,1.21176732725234e-05,8.99769276248654e-06
"curvilinear",0,5.77284045897797e-05,0,0,0,0
"cuticle",0,0.000106188027651156,0,1.87986656868336e-05,0,0
"cutting",0,8.81128252156619e-06,2.7042234427951e-06,1.55987787002991e-06,1.36220910972787e-06,1.01147627699978e-06
"cya",0,0.000115456809179559,0,0,0,0
"cyanocobalamin",0,5.77284045897797e-05,0,0,0,0
"cyanogen",0,2.88642022948899e-05,0,0,0,0
"cyclase",0,8.49134899881083e-05,8.41949563072767e-05,2.42830986214861e-05,2.42353465450467e-05,0
"cyclaseactivating",0,2.88642022948899e-05,0,0,0,0
"cyclasecoupled",0,2.88642022948899e-05,0,0,0,0
"cycles",0,1.76225650431324e-05,1.35211172139755e-05,4.05568246207777e-05,2.31575548653738e-05,1.61836204319965e-05
"cyclic",0,0.000138043426171204,7.84224798410579e-05,1.40389008302692e-05,5.44883643891149e-06,2.3263954370995e-05
"cyclinder",0,2.88642022948899e-05,0,0,0,0
"cycling",0,8.81128252156619e-06,2.43380109851559e-05,1.87185344403589e-05,1.0897672877823e-05,6.0688576619987e-06
"cyclo",0,2.88642022948899e-05,0,0,0,0
"cyclobutyl",0,2.88642022948899e-05,0,0,0,0
"cycloheximde",0,2.88642022948899e-05,0,0,0,0
"cycloheximide",0,1.7698004608526e-05,1.62947989135292e-05,0,0,0
"cycloheximidesensitive",0,2.88642022948899e-05,0,0,0,0
"cyclooxygenase",0,7.07920184341041e-05,0,5.63959970605007e-05,0,0
"cyclooxygenases",0,1.7698004608526e-05,0,1.87986656868336e-05,0,0
"cyclosporin",0,2.61272276886487e-05,3.00696272525988e-05,3.46901408878373e-06,3.02941831813084e-06,0
"cycloxygenase",0,2.88642022948899e-05,0,0,0,0
"cylinder",0,1.11661976863638e-05,0,5.93031875463306e-06,2.07152992842864e-05,0
"cylinders",0,1.7698004608526e-05,0,0,0,6.09483753401714e-06
"cylindrocarpon",0,2.88642022948899e-05,0,0,0,0
"cynader",0,2.88642022948899e-05,0,0,0,0
"cys",0,6.53180692216218e-06,1.20278509010395e-05,3.46901408878373e-06,6.05883663626168e-06,0
"cysteine",0,5.87418834771079e-06,1.89295640995657e-05,6.23951148011964e-06,1.22598819875509e-05,5.05738138499892e-06
"cystene",0,2.88642022948899e-05,0,0,0,0
"cytidylate",0,2.88642022948899e-05,0,0,0,0
"cytochalasin",0,8.84900230426301e-05,1.62947989135292e-05,0,0,0
"cytochemical",0,3.5396009217052e-05,1.62947989135292e-05,0,0,0
"cytochrome",0,3.81822242601201e-05,3.24506813135412e-05,4.67963361008973e-06,1.36220910972787e-06,2.02295255399957e-06
"cytochromes",0,3.5396009217052e-05,0,0,8.20824313920244e-06,0
"cytochroms",0,2.88642022948899e-05,0,0,0,0
"cytogenetic",0,6.53180692216218e-06,2.4055701802079e-05,3.46901408878373e-06,0,2.24942319062164e-06
"cytokinesis",0,2.9370941738554e-06,2.7042234427951e-06,1.55987787002991e-06,1.36220910972787e-06,3.03442883099935e-06
"cytokinin",0,1.7698004608526e-05,0,0,2.46247294176073e-05,0
"cytologically",0,5.77284045897797e-05,0,0,0,0
"cytolytic",0,0.000122828174550002,1.02808734630094e-05,0,0,3.8454143433955e-06
"cytolytically",0,2.88642022948899e-05,0,0,0,0
"cytoplasm",0,3.52451300862647e-05,3.51549047563363e-05,1.7158656570329e-05,9.53546376809511e-06,1.01147627699978e-05
"cytoplasmic",0,0.000102798296084939,0.000129802725254165,3.74370688807179e-05,3.95040641821083e-05,2.62983832019944e-05
"cytoplasmically",0,1.7698004608526e-05,0,9.39933284341679e-06,0,0
"cytoprotection",0,5.77284045897797e-05,0,0,0,0
"cytosine",0,2.61272276886487e-05,6.01392545051976e-06,0,6.05883663626168e-06,4.49884638124327e-06
"cytoskeletal",0,2.9370941738554e-06,1.62253406567706e-05,1.55987787002991e-06,1.49843002070066e-05,2.02295255399957e-06
"cytoskeleton",0,2.9370941738554e-06,4.05633516419265e-05,1.09191450902094e-05,1.0897672877823e-05,6.0688576619987e-06
"cytoskeletons",0,1.7698004608526e-05,0,0,1.64164862784049e-05,0
"cytosol",0,1.4685470869277e-05,1.89295640995657e-05,6.23951148011964e-06,5.44883643891149e-06,8.09181021599827e-06
"cytosolic",0,5.87418834771079e-06,4.32675750847216e-05,3.11975574005982e-06,6.81104554863936e-06,1.92180492629959e-05
"cytostatic",0,8.65926068846696e-05,0,0,0,0
"cytotoxic",0,9.39870135633727e-05,0.000102760490826214,1.09191450902094e-05,1.0897672877823e-05,6.0688576619987e-06
"cytotoxicity",0,3.91908415329731e-05,1.20278509010395e-05,6.93802817756746e-06,0,6.74826957186491e-06
"cytoxic",0,2.88642022948899e-05,0,0,0,0
"czernilofsky",0,2.88642022948899e-05,0,0,0,0
"daan",0,2.88642022948899e-05,0,0,0,0
"dab",0,2.88642022948899e-05,0,0,0,0
"dac",0,2.88642022948899e-05,0,0,0,0
"dagher",0,2.88642022948899e-05,0,0,0,0
"daguet",0,2.88642022948899e-05,0,0,0,0
"dahlén",0,2.88642022948899e-05,0,0,0,0
"daily",0,3.26590346108109e-05,0,6.93802817756746e-06,2.12059282269159e-05,8.99769276248654e-06
"dala",0,2.88642022948899e-05,0,0,0,0
"dalanine",0,2.88642022948899e-05,0,0,0,0
"dalaninelabelled",0,2.88642022948899e-05,0,0,0,0
"dallas",0,2.9370941738554e-06,8.1126703283853e-06,3.11975574005982e-06,6.81104554863936e-06,4.55164324649903e-05
"dallman",0,2.88642022948899e-05,0,0,0,0
"daltons",0,2.88642022948899e-05,0,0,0,0
